tweet_id,created_at,date,airline,tweet_text_raw,retweet_count,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_score,sentiment
570306133677760513,2015-02-24 19:35:52+00:00,2015-02-24,Virgin America,@VirginAmerica What @dhepburn said.,0,0.014501465484499931,0.9401866793632507,0.0453118234872818,0.030810358002781868,Neutral
570301130888122368,2015-02-24 19:15:59+00:00,2015-02-24,Virgin America,@VirginAmerica plus you've added commercials to the experience... tacky.,0,0.8882010579109192,0.10392100363969803,0.007877926342189312,-0.8803231315687299,Negative
570301083672813571,2015-02-24 19:15:48+00:00,2015-02-24,Virgin America,@VirginAmerica I didn't today... Must mean I need to take another trip!,0,0.22584819793701172,0.6666253805160522,0.10752639174461365,-0.11832180619239807,Neutral
570301031407624196,2015-02-24 19:15:36+00:00,2015-02-24,Virgin America,"@VirginAmerica it's really aggressive to blast obnoxious ""entertainment"" in your guests' faces &amp; they have little recourse",0,0.8880060911178589,0.10499890893697739,0.006995017174631357,-0.8810110739432275,Negative
570300817074462722,2015-02-24 19:14:45+00:00,2015-02-24,Virgin America,@VirginAmerica and it's a really big bad thing about it,0,0.9353811144828796,0.059105947613716125,0.00551294069737196,-0.9298681737855077,Negative
570300767074181121,2015-02-24 19:14:33+00:00,2015-02-24,Virgin America,@VirginAmerica seriously would pay $30 a flight for seats that didn't have this playing. it's really the only bad thing about flying VA,0,0.8860058784484863,0.1002698764204979,0.013724264688789845,-0.8722816137596965,Negative
570300616901320704,2015-02-24 19:13:57+00:00,2015-02-24,Virgin America,"@VirginAmerica yes, nearly every time I fly VX this “ear worm” won’t go away :)",0,0.4938974976539612,0.3649449348449707,0.14115756750106812,-0.35273993015289307,Negative
570300248553349120,2015-02-24 19:12:29+00:00,2015-02-24,Virgin America,"@VirginAmerica Really missed a prime opportunity for Men Without Hats parody, there. https://t.co/mWpG7grEZP",0,0.886345624923706,0.10358166694641113,0.010072771459817886,-0.8762728534638882,Negative
570299953286942721,2015-02-24 19:11:19+00:00,2015-02-24,Virgin America,"@virginamerica Well, I didn't…but NOW I DO! :-D",0,0.003779907012358308,0.05315859243273735,0.9430614709854126,0.9392815639730543,Positive
570295459631263746,2015-02-24 18:53:27+00:00,2015-02-24,Virgin America,"@VirginAmerica it was amazing, and arrived an hour early. You're too good to me.",0,0.00411029439419508,0.006675138603895903,0.9892145991325378,0.9851043047383428,Positive
570294189143031808,2015-02-24 18:48:24+00:00,2015-02-24,Virgin America,@VirginAmerica did you know that suicide is the second leading cause of death among teens 10-24,0,0.8475825786590576,0.14706991612911224,0.005347542930394411,-0.8422350357286632,Negative
570289724453216256,2015-02-24 18:30:40+00:00,2015-02-24,Virgin America,@VirginAmerica I &lt;3 pretty graphics. so much better than minimal iconography. :D,0,0.005649064667522907,0.010766714811325073,0.9835842251777649,0.977935160510242,Positive
570289584061480960,2015-02-24 18:30:06+00:00,2015-02-24,Virgin America,@VirginAmerica This is such a great deal! Already thinking about my 2nd trip to @Australia &amp; I haven't even gone on my 1st trip yet! ;p,0,0.002381558995693922,0.01132669672369957,0.9862918257713318,0.9839102667756379,Positive
570287408438120448,2015-02-24 18:21:28+00:00,2015-02-24,Virgin America,@VirginAmerica @virginmedia I'm flying your #fabulous #Seductive skies again! U take all the #stress away from travel http://t.co/ahlXHhKiyn,0,0.005537998862564564,0.01646546646952629,0.9779965281486511,0.9724585292860866,Positive
570285904809598977,2015-02-24 18:15:29+00:00,2015-02-24,Virgin America,@VirginAmerica Thanks!,0,0.009863943792879581,0.11889266222715378,0.8712433576583862,0.8613794138655066,Positive
570282469121007616,2015-02-24 18:01:50+00:00,2015-02-24,Virgin America,@VirginAmerica SFO-PDX schedule is still MIA.,0,0.25866279006004333,0.730269730091095,0.011067431420087814,-0.24759535863995552,Neutral
570277724385734656,2015-02-24 17:42:59+00:00,2015-02-24,Virgin America,@VirginAmerica So excited for my first cross country flight LAX to MCO I've heard nothing but great things about Virgin America. #29DaysToGo,0,0.0016086408868432045,0.0071213156916201115,0.9912700653076172,0.989661424420774,Positive
570276917301137409,2015-02-24 17:39:46+00:00,2015-02-24,Virgin America,@VirginAmerica I flew from NYC to SFO last week and couldn't fully sit in my seat due to two large gentleman on either side of me. HELP!,0,0.7516877055168152,0.2242392599582672,0.024073075503110886,-0.7276146300137043,Negative
570270684619923457,2015-02-24 17:15:00+00:00,2015-02-24,Virgin America,I ❤️ flying @VirginAmerica. ☺️👍,0,0.002284336369484663,0.009497467428445816,0.9882182478904724,0.9859339115209877,Positive
570267956648792064,2015-02-24 17:04:10+00:00,2015-02-24,Virgin America,@VirginAmerica you know what would be amazingly awesome? BOS-FLL PLEASE!!!!!!! I want to fly with only you.,0,0.003463319269940257,0.011038831435143948,0.9854978322982788,0.9820345130283386,Positive
570265883513384960,2015-02-24 16:55:56+00:00,2015-02-24,Virgin America,@VirginAmerica why are your first fares in May over three times more than other carriers when all seats are available to select???,0,0.5728148818016052,0.4072607457637787,0.01992439292371273,-0.5528904888778925,Negative
570264145116819457,2015-02-24 16:49:01+00:00,2015-02-24,Virgin America,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA,0,0.005208113696426153,0.011109360493719578,0.9836825728416443,0.9784744591452181,Positive
570259420287868928,2015-02-24 16:30:15+00:00,2015-02-24,Virgin America,@VirginAmerica I love the hipster innovation. You are a feel good brand.,0,0.006995644886046648,0.020176492631435394,0.9728278517723083,0.9658322068862617,Positive
570258822297579520,2015-02-24 16:27:52+00:00,2015-02-24,Virgin America,@VirginAmerica will you be making BOS&gt;LAS non stop permanently anytime soon?,0,0.009947304613888264,0.9103626608848572,0.07969001680612564,0.06974271219223738,Neutral
570256553502068736,2015-02-24 16:18:51+00:00,2015-02-24,Virgin America,@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... 😡 I want free internet,0,0.9325367212295532,0.06258359551429749,0.004879644140601158,-0.9276570770889521,Negative
570249102404923392,2015-02-24 15:49:15+00:00,2015-02-24,Virgin America,@VirginAmerica status match program. I applied and it's been three weeks. Called and emailed with no response.,0,0.6959565281867981,0.2910870313644409,0.012956485152244568,-0.6830000430345535,Negative
570239632807370753,2015-02-24 15:11:37+00:00,2015-02-24,Virgin America,@VirginAmerica What happened 2 ur vegan food options?! At least say on ur site so i know I won't be able 2 eat anything for next 6 hrs #fail,0,0.9262082576751709,0.06737177073955536,0.00641991663724184,-0.9197883410379291,Negative
570217831557677057,2015-02-24 13:44:59+00:00,2015-02-24,Virgin America,@VirginAmerica do you miss me? Don't worry we'll be together very soon.,0,0.015804892405867577,0.2362821400165558,0.7479129433631897,0.7321080509573221,Positive
570207886493782019,2015-02-24 13:05:28+00:00,2015-02-24,Virgin America,@VirginAmerica amazing to me that we can't get any cold air from the vents. #VX358 #noair #worstflightever #roasted #SFOtoBOS,0,0.8951939940452576,0.09159082919359207,0.01321512833237648,-0.8819788657128811,Negative
570124596180955136,2015-02-24 07:34:30+00:00,2015-02-24,Virgin America,@VirginAmerica LAX to EWR - Middle seat on a red eye. Such a noob maneuver. #sendambien #andchexmix,0,0.7100578546524048,0.2701956629753113,0.019746480509638786,-0.690311374142766,Negative
570114021854212096,2015-02-24 06:52:29+00:00,2015-02-24,Virgin America,"@VirginAmerica hi! I just bked a cool birthday trip with you, but i can't add my elevate no. cause i entered my middle name during Flight Booking Problems 😢",0,0.3524894118309021,0.32048505544662476,0.32702553272247314,-0.025463879108428955,Negative
570094701371469825,2015-02-24 05:35:43+00:00,2015-02-24,Virgin America,@VirginAmerica Are the hours of operation for the Club at SFO that are posted online current?,0,0.014236836694180965,0.9568333625793457,0.028929831460118294,0.014692994765937328,Neutral
570088404156698625,2015-02-24 05:10:41+00:00,2015-02-24,Virgin America,"@VirginAmerica help, left expensive headphones on flight 89 IAD to LAX today. Seat 2A. No one answering L&amp;F number at LAX!",0,0.8754366040229797,0.1156851202249527,0.00887822825461626,-0.8665583757683635,Negative
